Price,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping costs,Availability,Shipping times,inventory_risk_label,delivery_delay,Availability_normalized,Number of products sold_normalized,Revenue generated_normalized,Stock levels_normalized,Lead times_normalized,Order quantities_normalized,Shipping costs_normalized,Price_normalized
303.3528610164914,901,273320.9277758587,344,1,75,31.281465092711972,15,-4,Moderate Risk,0,0.15,0.901,5.4664185555171745,0.688,0.03333333333333333,0.75,0.6256293018542395,0.6067057220329828
229.18449733908648,317,72651.48565649042,18,17,35,14.113339224216102,88,19,High Risk,1,0.88,0.317,1.4530297131298084,0.036,0.5666666666666667,0.35,0.282266784484322,0.45836899467817294
465.21067020629295,34,15817.16278701396,21,6,26,32.07863767676238,63,3,Normal,0,0.63,0.034,0.3163432557402792,0.042,0.2,0.26,0.6415727535352477,0.9304213404125858
89.86175132032811,390,35046.083014927965,397,1,31,13.863295703577668,71,3,Moderate Risk,1,0.71,0.39,0.7009216602985593,0.794,0.03333333333333333,0.31,0.2772659140715534,0.17972350264065623
106.10826942106436,899,95391.33420953686,164,2,59,21.03877666760139,54,0,Normal,0,0.54,0.899,1.9078266841907372,0.328,0.06666666666666667,0.59,0.4207755333520278,0.21221653884212874
227.21817315605438,92,20904.071930357004,153,21,69,11.969675753449003,94,18,Normal,0,0.94,0.092,0.4180814386071401,0.306,0.7,0.69,0.23939351506898007,0.4544363463121088
139.82362032749901,439,61382.56932377207,125,9,77,8.1958939441847,11,18,Normal,1,0.11,0.439,1.2276513864754415,0.25,0.3,0.77,0.163917878883694,0.279647240654998
203.42999192501486,897,182476.70275673832,485,22,63,23.55133254165227,12,24,Moderate Risk,1,0.12,0.897,3.6495340551347666,0.97,0.7333333333333333,0.63,0.47102665083304535,0.4068599838500297
109.51304024149665,726,79506.46721532657,154,24,58,25.27138439790513,81,34,Normal,1,0.81,0.726,1.5901293443065314,0.308,0.8,0.58,0.5054276879581026,0.2190260804829933
446.5791381698451,682,304566.97223183437,346,20,36,32.17133285239806,76,23,Moderate Risk,1,0.76,0.682,6.091339444636687,0.692,0.6666666666666666,0.36,0.6434266570479612,0.8931582763396902
406.5028447414498,380,154471.08100175092,238,24,74,49.58402903881498,15,21,Normal,0,0.15,0.38,3.0894216200350186,0.476,0.8,0.74,0.9916805807762996,0.8130056894828995
177.63518406687277,841,149391.18980023998,478,24,58,49.68566090505852,66,29,Moderate Risk,1,0.66,0.841,2.9878237960047995,0.956,0.8,0.58,0.9937132181011704,0.3552703681337455
119.05616702474312,138,16429.75104941455,88,16,70,12.934787981429546,58,11,Normal,0,0.58,0.138,0.328595020988291,0.176,0.5333333333333333,0.7,0.2586957596285909,0.23811233404948623
276.16992024423445,836,230878.05332418,443,25,29,25.952226469537273,66,35,Moderate Risk,1,0.66,0.836,4.617561066483599,0.886,0.8333333333333334,0.29,0.5190445293907454,0.5523398404884688
386.5547882361365,102,39428.58840008592,20,24,18,34.91594833885961,70,31,Normal,1,0.7,0.102,0.7885717680017185,0.04,0.8,0.18,0.6983189667771922,0.7731095764722731
152.2858585746042,530,80711.50504454022,412,4,67,43.087629969770326,96,6,Moderate Risk,1,0.96,0.53,1.6142301008908042,0.824,0.13333333333333333,0.67,0.8617525993954065,0.3045717171492084
131.96125065241065,528,69675.54034447283,308,20,39,39.44786643791461,15,15,Moderate Risk,0,0.15,0.528,1.3935108068894566,0.616,0.6666666666666666,0.39,0.7889573287582923,0.2639225013048213
463.2360820432662,180,83382.49476778792,250,10,32,26.73066966484494,35,16,Normal,1,0.35,0.18,1.6676498953557586,0.5,0.3333333333333333,0.32,0.5346133932968988,0.9264721640865324
120.50270629444829,642,77362.7374410358,145,15,41,7.1757899919911985,85,12,Normal,0,0.85,0.642,1.547254748820716,0.29,0.5,0.41,0.14351579983982396,0.24100541258889657
198.6493555201698,309,61382.65085573246,467,12,71,37.82505899697408,23,8,Moderate Risk,0,0.23,0.309,1.2276530171146494,0.934,0.4,0.71,0.7565011799394816,0.3972987110403396
117.41790197827785,708,83131.87460062072,383,19,52,5.773777470516969,54,17,Moderate Risk,0,0.54,0.708,1.6626374920124145,0.766,0.6333333333333333,0.52,0.11547554941033938,0.2348358039565557
494.66829467973713,679,335879.7720875415,205,22,96,46.79995350306031,43,24,Normal,1,0.43,0.679,6.717595441750831,0.41,0.7333333333333333,0.96,0.9359990700612062,0.9893365893594742
72.21918607670342,891,64347.29479434275,119,30,29,24.660749473819696,60,39,Normal,1,0.6,0.891,1.286945895886855,0.238,1.0,0.29,0.4932149894763939,0.14443837215340685
351.0291812498018,748,262569.82757485175,237,2,45,41.92972890147847,82,10,Normal,1,0.82,0.748,5.251396551497035,0.474,0.06666666666666667,0.45,0.8385945780295694,0.7020583624996036
283.6634142717415,197,55881.69261153307,77,28,54,10.714718866472163,47,23,Normal,0,0.47,0.197,1.1176338522306615,0.154,0.9333333333333333,0.54,0.21429437732944326,0.5673268285434829
341.85968383420345,443,151443.83993855212,445,10,33,24.422423921467814,27,8,Moderate Risk,0,0.27,0.443,3.0288767987710425,0.89,0.3333333333333333,0.33,0.4884484784293563,0.6837193676684069
88.56493460710807,953,84402.382680574,177,14,22,17.63085868890014,94,9,Normal,0,0.94,0.953,1.68804765361148,0.354,0.4666666666666667,0.22,0.35261717377800283,0.17712986921421614
413.13729672267175,118,48750.20101327527,251,10,26,38.233130842133285,68,9,Normal,0,0.68,0.118,0.9750040202655054,0.502,0.3333333333333333,0.26,0.7646626168426657,0.8262745934453435
34.24017425669787,933,31946.08258149911,349,23,100,15.522885986585749,98,24,Moderate Risk,1,0.98,0.933,0.6389216516299823,0.698,0.7666666666666667,1.0,0.310457719731715,0.06848034851339574
299.7452536935893,199,59649.30548502427,358,10,79,11.40558233546219,20,17,Moderate Risk,1,0.2,0.199,1.1929861097004855,0.716,0.3333333333333333,0.79,0.2281116467092438,0.5994905073871786
63.21086444823996,973,61504.17110813748,105,1,20,28.62223979710768,52,-1,Normal,0,0.52,0.973,1.2300834221627497,0.21,0.03333333333333333,0.2,0.5724447959421536,0.12642172889647993
263.1518687130548,117,30788.76863942741,234,26,57,10.365851041254588,22,34,Normal,1,0.22,0.117,0.6157753727885482,0.468,0.8666666666666667,0.57,0.20731702082509176,0.5263037374261096
171.95098730136877,548,94229.14104115008,101,9,10,25.89437391244791,2,14,Normal,1,0.02,0.548,1.8845828208230018,0.202,0.3,0.1,0.5178874782489582,0.3439019746027375
461.4901069636966,730,336887.7780834985,416,12,47,46.57131333242018,10,8,Moderate Risk,0,0.1,0.73,6.737755561669969,0.832,0.4,0.47,0.9314262666484037,0.9229802139273932
60.376663675750194,923,55727.66057271743,406,4,30,22.95282191966525,47,0,Moderate Risk,0,0.47,0.923,1.1145532114543486,0.812,0.13333333333333333,0.3,0.459056438393305,0.12075332735150039
125.43336860685545,681,85420.12402126857,150,26,90,34.93970404312192,60,30,Normal,1,0.6,0.681,1.7084024804253712,0.3,0.8666666666666667,0.9,0.6987940808624384,0.2508667372137109
299.5840433948339,408,122230.28970509222,230,12,33,10.51655723932861,82,22,Normal,1,0.82,0.408,2.4446057941018444,0.46,0.4,0.33,0.21033114478657222,0.5991680867896678
491.3864810721522,368,180830.22503455202,353,30,27,21.707885167552618,21,34,Moderate Risk,1,0.21,0.368,3.6166045006910403,0.706,1.0,0.27,0.43415770335105236,0.9827729621443044
19.67607388077953,278,5469.948538856709,28,23,79,10.736965844248962,23,29,Normal,1,0.23,0.278,0.10939897077713419,0.056,0.7666666666666667,0.79,0.21473931688497924,0.03935214776155906
52.941799108815374,461,24406.169389163886,160,29,33,12.953918481386701,48,33,Normal,1,0.48,0.461,0.48812338778327774,0.32,0.9666666666666667,0.33,0.259078369627734,0.10588359821763074
41.71847831980368,679,28326.846779146697,36,19,81,36.942404631673554,99,25,Normal,1,0.99,0.679,0.5665369355829339,0.072,0.6333333333333333,0.81,0.7388480926334711,0.08343695663960736
152.94160083127835,346,52917.79388762231,290,13,64,6.592620301923095,55,12,Normal,0,0.55,0.346,1.0583558777524462,0.58,0.43333333333333335,0.64,0.1318524060384619,0.3058832016625567
205.73547073834177,940,193391.34249404128,33,4,20,6.166078374900669,1,-1,Normal,0,0.01,0.94,3.8678268498808257,0.066,0.13333333333333333,0.2,0.12332156749801339,0.41147094147668356
138.02291964765698,405,55899.28245730107,426,19,64,34.099198183368166,83,25,Moderate Risk,1,0.83,0.405,1.1179856491460214,0.852,0.6333333333333333,0.64,0.6819839636673634,0.27604583929531396
194.05153744171346,471,91398.27413504705,144,15,24,22.27238144242996,88,24,Normal,1,0.88,0.471,1.8279654827009408,0.288,0.5,0.24,0.44544762884859923,0.38810307488342694
460.8046587199208,394,181557.03553564879,258,10,88,9.810597321166226,71,12,Normal,1,0.71,0.394,3.631140710712976,0.516,0.3333333333333333,0.88,0.1962119464233245,0.9216093174398415
325.5198543394299,385,125325.14392068052,103,30,48,47.89908265000252,7,33,Normal,1,0.07,0.385,2.5065028784136105,0.206,1.0,0.48,0.9579816530000503,0.6510397086788599
279.85987431727966,925,258870.3837434837,43,1,67,21.505559866771517,34,-1,Normal,0,0.34,0.925,5.177407674869674,0.086,0.03333333333333333,0.67,0.43011119733543035,0.5597197486345593
119.90816153043448,149,17866.31606803474,369,13,97,45.6604268366885,88,18,Moderate Risk,1,0.88,0.149,0.3573263213606948,0.738,0.43333333333333335,0.97,0.91320853673377,0.23981632306086897
170.37626257746496,247,42082.936856633845,374,8,62,25.49443765279019,22,14,Moderate Risk,1,0.22,0.247,0.8416587371326769,0.748,0.26666666666666666,0.62,0.5098887530558038,0.34075252515492993
96.21806179633411,498,47916.59477457439,417,5,28,20.02085879970735,27,14,Moderate Risk,1,0.27,0.498,0.9583318954914878,0.834,0.16666666666666666,0.28,0.40041717599414706,0.19243612359266823
236.66280183500328,392,92771.81831932129,110,15,29,40.981833930065065,98,10,Normal,0,0.98,0.392,1.8554363663864257,0.22,0.5,0.29,0.8196366786013013,0.47332560367000653
263.92172347589485,383,101082.02009126772,86,29,61,30.009927645697662,2,32,Normal,1,0.02,0.383,2.0216404018253544,0.172,0.9666666666666667,0.61,0.6001985529139532,0.5278434469517898
413.3031377202281,498,205824.9625846736,314,6,32,30.001718914734347,89,3,Moderate Risk,0,0.89,0.498,4.116499251693472,0.628,0.2,0.32,0.600034378294687,0.8266062754404562
258.29320700873836,238,61473.78326807973,1,11,93,37.82386624678953,68,7,High Risk,0,0.68,0.238,1.2294756653615946,0.002,0.36666666666666664,0.93,0.7564773249357906,0.5165864140174767
173.85210579059884,27,4694.006856346169,366,20,83,11.561135598977843,63,17,Moderate Risk,0,0.63,0.027,0.09388013712692338,0.732,0.6666666666666666,0.83,0.23122271197955688,0.3477042115811977
40.68069403983516,578,23513.441155024724,267,5,76,42.165872680510425,92,2,Normal,0,0.92,0.578,0.4702688231004945,0.534,0.16666666666666666,0.76,0.8433174536102085,0.08136138807967032
437.4330000440544,288,125980.70401268767,277,3,26,22.2217272310672,48,10,Normal,1,0.48,0.288,2.519614080253753,0.554,0.1,0.26,0.44443454462134396,0.8748660000881088
327.9864844141409,537,176128.74213039366,34,30,83,23.278245167556506,60,38,Normal,1,0.6,0.537,3.5225748426078733,0.068,1.0,0.83,0.4655649033511301,0.6559729688282817
200.45033874110982,722,144725.1445710813,468,28,50,49.35244765224683,75,31,Moderate Risk,1,0.75,0.722,2.894502891421626,0.936,0.9333333333333333,0.5,0.9870489530449366,0.40090067748221964
14.771263973122046,733,10827.33649229846,377,28,10,48.20881543296581,8,33,Moderate Risk,1,0.08,0.733,0.2165467298459692,0.754,0.9333333333333333,0.1,0.9641763086593161,0.029542527946244092
237.12007045732867,726,172149.1711520206,169,22,55,44.83296904063765,84,19,Normal,0,0.84,0.726,3.442983423040412,0.338,0.7333333333333333,0.55,0.896659380812753,0.4742401409146573
48.86291661787082,901,44025.48787270161,65,2,42,31.450969917900274,94,3,Normal,1,0.94,0.901,0.8805097574540323,0.13,0.06666666666666667,0.42,0.6290193983580055,0.09772583323574165
320.78401789081624,519,166486.90528533363,284,14,89,26.026375786800944,58,18,Normal,1,0.58,0.519,3.3297381057066726,0.568,0.4666666666666667,0.89,0.5205275157360189,0.6415680357816325
297.70368031577584,910,270910.349087356,194,25,48,17.673254035028208,6,34,Normal,1,0.06,0.91,5.418206981747121,0.388,0.8333333333333334,0.48,0.35346508070056415,0.5954073606315516
142.32705190000073,587,83545.97946530042,359,8,32,6.242682010237019,57,3,Moderate Risk,0,0.57,0.587,1.6709195893060085,0.718,0.26666666666666666,0.32,0.12485364020474038,0.28465410380000145
266.0303726492251,564,150041.13017416297,68,24,95,34.54554924687119,4,20,Normal,0,0.04,0.564,3.0008226034832592,0.136,0.8,0.95,0.6909109849374238,0.5320607452984503
181.15531547043003,808,146373.49490010747,376,24,59,18.418307907571275,18,24,Moderate Risk,0,0.18,0.808,2.9274698980021494,0.752,0.8,0.59,0.3683661581514255,0.36231063094086
293.81857123804286,703,206554.45558034413,197,21,57,28.381216147454083,85,29,Normal,1,0.85,0.703,4.131089111606883,0.394,0.7,0.57,0.5676243229490816,0.5876371424760858
364.472044282794,945,344426.08184724033,276,11,18,19.88938447597097,59,16,Normal,1,0.59,0.945,6.888521636944807,0.552,0.36666666666666664,0.18,0.3977876895194194,0.728944088565588
441.03426055999023,379,167151.98475223628,186,9,52,28.786933632624212,60,12,Normal,1,0.6,0.379,3.343039695044726,0.372,0.3,0.52,0.5757386726524842,0.8820685211199805
175.47982517913218,549,96338.42402334357,376,29,47,45.137316735323196,33,25,Moderate Risk,0,0.33,0.549,1.9267684804668714,0.752,0.9666666666666667,0.47,0.9027463347064639,0.3509596503582644
75.64934152163433,310,23451.29587170664,101,2,36,11.013284903102674,73,0,Normal,0,0.73,0.31,0.4690259174341328,0.202,0.06666666666666667,0.36,0.22026569806205348,0.15129868304326866
411.5992537305681,993,408718.0589544541,93,3,55,12.982787292734944,34,8,Normal,1,0.34,0.993,8.174361179089082,0.186,0.1,0.55,0.25965574585469886,0.8231985074611362
295.81257605887896,942,278655.446647464,455,30,15,25.790794843862578,70,25,Moderate Risk,0,0.7,0.942,5.57310893294928,0.91,1.0,0.15,0.5158158968772516,0.5916251521177579
295.5967476966484,447,132131.74622040184,7,1,67,7.012374708431994,36,6,High Risk,1,0.36,0.447,2.642634924408037,0.014,0.03333333333333333,0.67,0.14024749416863988,0.5911934953932968
248.35704298003918,767,190489.85196569006,346,6,77,9.693055806867097,9,9,Moderate Risk,1,0.09,0.767,3.809797039313801,0.692,0.2,0.77,0.19386111613734194,0.4967140859600784
149.2415944968505,531,79247.28667782761,468,19,56,34.98840083016414,17,24,Moderate Risk,1,0.17,0.531,1.5849457335565522,0.936,0.6333333333333333,0.56,0.6997680166032828,0.29848318899370097
189.0089799950891,343,64830.08013831556,128,18,54,26.625798914417935,8,21,Normal,1,0.08,0.343,1.2966016027663112,0.256,0.6,0.54,0.5325159782883587,0.37801795999017823
398.94609311230033,641,255724.4456849845,477,26,22,33.86507048371713,83,27,Moderate Risk,1,0.83,0.641,5.11448891369969,0.954,0.8666666666666667,0.22,0.6773014096743427,0.7978921862246007
30.702122619654194,106,3254.4249976833444,378,13,53,33.7339971112537,43,20,Moderate Risk,1,0.43,0.106,0.06508849995366689,0.756,0.43333333333333335,0.53,0.674679942225074,0.06140424523930839
222.92094279756157,227,50603.05401504647,75,2,26,6.244904947154513,40,-1,Normal,0,0.4,0.227,1.0120610803009296,0.15,0.06666666666666667,0.26,0.12489809894309026,0.4458418855951231
482.96387850556846,722,348699.9202810204,222,3,17,48.83357575833654,20,13,Normal,1,0.2,0.722,6.973998405620408,0.444,0.1,0.17,0.9766715151667309,0.9659277570111369
226.0199475577727,684,154597.64412951653,250,10,17,34.76865710097229,29,14,Normal,1,0.29,0.684,3.0919528825903306,0.5,0.3333333333333333,0.17,0.6953731420194458,0.4520398951155454
173.0384925656831,398,68869.32004114188,436,30,67,28.16131250580315,65,36,Moderate Risk,1,0.65,0.398,1.3773864008228376,0.872,1.0,0.67,0.563226250116063,0.3460769851313662
132.74189457477578,713,94644.97083181514,65,12,13,46.08637641285647,80,19,Normal,1,0.8,0.713,1.8928994166363027,0.13,0.4,0.13,0.9217275282571293,0.26548378914955156
170.08732246795773,526,89465.93161814577,40,23,95,12.027376560885765,93,25,Normal,1,0.93,0.526,1.7893186323629153,0.08,0.7666666666666667,0.95,0.2405475312177153,0.3401746449359155
248.74655323728413,552,137308.09738698084,372,18,94,26.393054532931924,39,21,Moderate Risk,1,0.39,0.552,2.746161947739617,0.744,0.6,0.94,0.5278610906586385,0.4974931064745683
215.90316482920065,764,164950.01792950928,347,30,38,7.084916755911948,78,27,Moderate Risk,0,0.78,0.764,3.2990003585901855,0.694,1.0,0.38,0.14169833511823895,0.4318063296584013
131.26986088174,494,64847.31127557955,453,18,40,8.019164206847154,57,18,Moderate Risk,0,0.57,0.494,1.296946225511591,0.906,0.6,0.4,0.16038328413694308,0.26253972176347995
11.355549294555658,939,10662.860787587762,128,24,21,44.956777578034014,71,33,Normal,1,0.71,0.939,0.21325721575175524,0.256,0.8,0.21,0.8991355515606803,0.022711098589111314
405.50002595001047,410,166255.0106395043,198,15,31,48.143036036427,43,16,Normal,1,0.43,0.41,3.325100212790086,0.396,0.5,0.31,0.96286072072854,0.8110000519000209
241.3433328668115,24,5792.239988803476,412,25,71,42.07932835379178,45,33,Moderate Risk,1,0.45,0.024,0.11584479977606953,0.824,0.8333333333333334,0.71,0.8415865670758356,0.482686665733623
314.96886165822116,339,106774.44410213697,410,1,77,38.715703148815024,93,-4,Moderate Risk,0,0.93,0.339,2.1354888820427393,0.82,0.03333333333333333,0.77,0.7743140629763005,0.6299377233164423
137.80492767278182,362,49885.383817547015,281,2,59,45.588850046392785,22,4,Normal,1,0.22,0.362,0.9977076763509403,0.562,0.06666666666666667,0.59,0.9117770009278557,0.27560985534556365
476.41864680273255,518,246784.85904381546,40,10,30,17.48197230728711,82,19,Normal,1,0.82,0.518,4.93569718087631,0.08,0.3333333333333333,0.3,0.34963944614574216,0.9528372936054651
236.47420288146859,662,156545.9223075322,111,25,43,18.788725461891204,56,30,Normal,1,0.56,0.662,3.130918446150644,0.222,0.8333333333333334,0.43,0.3757745092378241,0.4729484057629372
116.97618565917226,786,91943.2819281094,32,5,30,48.93095936234032,56,10,Normal,1,0.56,0.786,1.838865638562188,0.064,0.16666666666666666,0.3,0.9786191872468063,0.2339523713183445
413.26661933018465,25,10331.665483254616,202,1,41,48.678099609367656,92,11,Normal,1,0.92,0.025,0.2066333096650923,0.404,0.03333333333333333,0.41,0.9735619921873532,0.8265332386603693
250.85191252068074,0,0.0,17,23,33,7.462996134931373,4,33,High Risk,1,0.04,0.0,0.0,0.034,0.7666666666666667,0.33,0.14925992269862745,0.5017038250413615
359.7885819850229,367,132042.40958850342,280,19,32,22.26828046109959,20,25,Normal,1,0.2,0.367,2.6408481917700684,0.56,0.6333333333333333,0.32,0.4453656092219918,0.7195771639700458
483.3991298112417,69,33354.53995697568,281,14,87,18.301714233402947,25,21,Normal,1,0.25,0.069,0.6670907991395135,0.562,0.4666666666666667,0.87,0.36603428466805893,0.9667982596224834
110.60497670272912,574,63487.256627366514,98,25,95,46.78681579804067,83,33,Normal,1,0.83,0.574,1.2697451325473303,0.196,0.8333333333333334,0.95,0.9357363159608134,0.22120995340545824
278.41585934714567,369,102735.45209909676,196,27,30,29.059777319055275,51,26,Normal,0,0.51,0.369,2.054709041981935,0.392,0.9,0.3,0.5811955463811055,0.5568317186942914
231.2446145833571,388,89722.91045834255,128,11,21,21.842527151055386,31,20,Normal,1,0.31,0.388,1.794458209166851,0.256,0.36666666666666664,0.21,0.4368505430211077,0.4624892291667142
260.3371394526911,893,232481.06553125315,51,19,73,29.90945323622199,66,14,Normal,0,0.66,0.893,4.649621310625063,0.102,0.6333333333333333,0.73,0.5981890647244398,0.5206742789053822
469.1839206316484,543,254766.86890298506,303,24,19,25.27246258310388,44,34,Moderate Risk,1,0.44,0.543,5.0953373780597015,0.606,0.8,0.19,0.5054492516620777,0.9383678412632968
396.39551643161184,526,208504.04164302783,71,18,49,49.56163869175779,26,18,Normal,0,0.26,0.526,4.170080832860557,0.142,0.6,0.49,0.9912327738351558,0.7927910328632237
479.15240293687265,600,287491.4417621236,489,7,13,42.19682620469754,58,2,Moderate Risk,0,0.58,0.6,5.7498288352424725,0.978,0.23333333333333334,0.13,0.8439365240939507,0.9583048058737453
102.64773653772787,370,37979.66251895931,281,29,77,48.17648955390515,38,25,Normal,0,0.38,0.37,0.7595932503791862,0.562,0.9666666666666667,0.77,0.963529791078103,0.20529547307545573
428.25786694652436,319,136614.25955594127,23,19,89,12.690281214785813,33,28,Normal,1,0.33,0.319,2.7322851911188253,0.046,0.6333333333333333,0.89,0.25380562429571624,0.8565157338930487
189.34270396284384,570,107925.34125882099,253,3,84,27.567913457386542,81,5,Normal,1,0.81,0.57,2.1585068251764197,0.506,0.1,0.84,0.5513582691477308,0.37868540792568767
308.07826703954277,779,239992.97002380382,425,18,92,6.485356753418478,85,25,Moderate Risk,1,0.85,0.779,4.799859400476077,0.85,0.6,0.92,0.12970713506836956,0.6161565340790855
229.5726074405868,306,70249.21787681956,411,1,20,35.234641433379664,22,1,Moderate Risk,0,0.22,0.306,1.4049843575363912,0.822,0.03333333333333333,0.2,0.7046928286675933,0.4591452148811736
214.74063030628295,215,46169.235515850836,470,30,61,26.93519554103746,46,33,Moderate Risk,1,0.46,0.215,0.9233847103170167,0.94,1.0,0.61,0.5387039108207492,0.4294812606125659
64.80342937146767,972,62988.933349066574,167,27,85,22.702157994694623,10,35,Normal,1,0.1,0.972,1.2597786669813316,0.334,0.9,0.85,0.4540431598938925,0.12960685874293534
122.34791950318133,105,12846.53154783404,45,7,94,9.450623852922792,92,6,Normal,0,0.92,0.105,0.2569306309566808,0.09,0.23333333333333334,0.94,0.18901247705845584,0.24469583900636266
460.7942924129711,678,312418.5302559944,30,18,68,47.41190495234618,65,18,Normal,0,0.65,0.678,6.248370605119888,0.06,0.6,0.68,0.9482380990469236,0.9215885848259422
273.89196233692087,54,14790.165966193726,306,5,50,49.180564848682174,92,9,Moderate Risk,1,0.92,0.054,0.29580331932387455,0.612,0.16666666666666666,0.5,0.9836112969736435,0.5477839246738417
497.78517219582403,648,322564.791582894,488,25,58,21.559541753395,82,32,Moderate Risk,1,0.82,0.648,6.4512958316578795,0.976,0.8333333333333334,0.58,0.43119083506789996,0.995570344391648
474.86323242006307,738,350449.06552600657,361,15,87,17.172962935743737,34,11,Moderate Risk,0,0.34,0.738,7.008981310520132,0.722,0.5,0.87,0.34345925871487476,0.9497264648401261
22.1801522079058,269,5966.46094392666,153,1,24,14.61054669040866,17,-4,Normal,0,0.17,0.269,0.11932921887853319,0.306,0.03333333333333333,0.24,0.2922109338081732,0.0443603044158116
70.72632129586833,230,16267.053898049717,219,18,65,21.65367194216396,71,18,Normal,0,0.71,0.23,0.3253410779609943,0.438,0.6,0.65,0.4330734388432792,0.14145264259173665
126.34693269219918,442,55845.34424995204,332,16,66,26.953842785525122,62,20,Moderate Risk,1,0.62,0.442,1.1169068849990407,0.664,0.5333333333333333,0.66,0.5390768557105025,0.25269386538439836
471.4652686186148,862,406403.06154924596,183,28,90,25.63176215518716,41,30,Normal,1,0.41,0.862,8.128061230984919,0.366,0.9333333333333333,0.9,0.5126352431037432,0.9429305372372296
322.25109923709414,20,6445.021984741883,196,10,80,49.265871938218496,11,12,Normal,1,0.11,0.02,0.12890043969483767,0.392,0.3333333333333333,0.8,0.98531743876437,0.6445021984741883
167.9635998262185,905,152007.05784272775,384,2,75,49.64505036835488,23,0,Moderate Risk,0,0.23,0.905,3.040141156854555,0.768,0.06666666666666667,0.75,0.9929010073670976,0.335927199652437
169.17021014933565,785,132798.6149672285,199,12,59,11.300188056344187,50,10,Normal,0,0.5,0.785,2.65597229934457,0.398,0.4,0.59,0.22600376112688372,0.3383404202986713
153.44812673122996,197,30229.2809660523,226,8,36,26.32313622274151,74,4,Normal,0,0.74,0.197,0.604585619321046,0.452,0.26666666666666666,0.36,0.5264627244548302,0.3068962534624599
328.84434536463243,991,325884.7462563507,499,21,50,38.131343842715225,44,20,Moderate Risk,0,0.44,0.991,6.517694925127015,0.998,0.7,0.5,0.7626268768543045,0.6576886907292648
58.04213321615822,955,55430.2372214311,237,8,28,47.342064446750825,77,7,Normal,0,0.77,0.955,1.108604744428622,0.474,0.26666666666666666,0.28,0.9468412889350165,0.11608426643231644
240.83624894387737,383,92240.28334550503,150,29,45,29.20835488024237,28,33,Normal,1,0.28,0.383,1.8448056669101005,0.3,0.9666666666666667,0.45,0.5841670976048474,0.48167249788775474
73.58101662692569,906,66664.40106399468,69,23,76,13.49312994412886,100,32,Normal,1,1.0,0.906,1.3332880212798937,0.138,0.7666666666666667,0.76,0.2698625988825772,0.14716203325385138
288.9490633294557,37,10691.115343189862,191,21,96,36.80346474977834,51,16,Normal,0,0.51,0.037,0.21382230686379725,0.382,0.7,0.96,0.7360692949955668,0.5778981266589115
499.5143707993662,303,151352.85435220794,239,17,83,12.328006070670252,6,27,Normal,1,0.06,0.303,3.0270570870441587,0.478,0.5666666666666667,0.83,0.24656012141340505,0.9990287415987323
428.52014868325386,424,181692.54304169962,495,2,73,19.865880312173445,5,7,Moderate Risk,1,0.05,0.424,3.6338508608339923,0.99,0.06666666666666667,0.73,0.3973176062434689,0.8570402973665078
481.54368562831604,119,57303.69858976961,192,25,49,11.887245575174255,97,20,Normal,0,0.97,0.119,1.146073971795392,0.384,0.8333333333333334,0.49,0.2377449115034851,0.9630873712566321
381.5852896051612,114,43500.723014988376,29,9,33,45.62834692550427,54,10,Normal,1,0.54,0.114,0.8700144602997675,0.058,0.3,0.33,0.9125669385100853,0.7631705792103225
23.622279724762457,890,21023.828955038585,40,6,28,37.36465571497144,85,14,Normal,1,0.85,0.89,0.4204765791007717,0.08,0.2,0.28,0.7472931142994288,0.047244559449524916
447.95784477794405,331,148274.04662149947,79,21,38,37.16329049041835,2,18,Normal,0,0.02,0.331,2.965480932429989,0.158,0.7,0.38,0.743265809808367,0.8959156895558881
11.27341258806849,592,6673.8602521365465,224,15,99,12.534211095878447,62,10,Normal,0,0.62,0.592,0.13347720504273092,0.448,0.5,0.99,0.25068422191756895,0.02254682517613698
278.1803553662849,464,129075.6848899562,218,7,47,7.68048453284301,79,2,Normal,0,0.79,0.464,2.581513697799124,0.436,0.23333333333333334,0.47,0.1536096906568602,0.5563607107325699
311.3328762478838,370,115193.16421171701,140,29,66,5.136707293439564,0,33,Normal,1,0.0,0.37,2.3038632842343403,0.28,0.9666666666666667,0.66,0.10273414586879127,0.6226657524957676
411.99407443774777,853,351430.94549539883,312,30,86,36.349211454926696,8,34,Moderate Risk,1,0.08,0.853,7.028618909907976,0.624,1.0,0.86,0.7269842290985339,0.8239881488754955
399.61164312596395,960,383627.1774009254,186,19,82,14.476378124077014,89,22,Normal,1,0.89,0.96,7.672543548018507,0.372,0.6333333333333333,0.82,0.28952756248154027,0.799223286251928
342.8776767777453,525,180010.7803083163,455,2,58,20.932051280892694,56,-3,Moderate Risk,0,0.56,0.525,3.6002156061663255,0.91,0.06666666666666667,0.58,0.4186410256178539,0.6857553535554907
460.0353427704521,130,59804.59456015877,380,9,51,47.95715355723053,87,13,Moderate Risk,1,0.87,0.13,1.1960918912031753,0.76,0.3,0.51,0.9591430711446105,0.9200706855409041
27.013232297682812,493,13317.523522757627,41,8,56,17.26496530244497,66,8,Normal,0,0.66,0.493,0.26635047045515253,0.082,0.26666666666666666,0.56,0.3452993060488994,0.05402646459536562
