Product ID,Order Date,Quantity
PROD-11,2023-03-19,211
PROD-11,2023-03-20,216
PROD-11,2023-03-21,172
PROD-11,2023-03-22,169
PROD-11,2023-03-23,161
PROD-11,2023-03-24,235
PROD-11,2023-03-25,209
PROD-11,2023-03-26,224
PROD-11,2023-03-27,178
PROD-11,2023-03-28,235
PROD-11,2023-03-29,209
PROD-11,2023-03-30,181
PROD-11,2023-03-31,217
PROD-11,2023-04-01,181
PROD-11,2023-04-02,182
PROD-11,2023-04-03,209
PROD-11,2023-04-04,183
PROD-11,2023-04-05,191
PROD-11,2023-04-06,223
PROD-11,2023-04-07,202
PROD-11,2023-04-08,229
PROD-11,2023-04-09,173
PROD-11,2023-04-10,215
PROD-11,2023-04-11,201
PROD-11,2023-04-12,180
PROD-11,2023-04-13,172
PROD-11,2023-04-14,192
PROD-11,2023-04-15,154
PROD-11,2023-04-16,171
PROD-11,2023-04-17,179
PROD-11,2023-04-18,176
PROD-11,2023-04-19,202
PROD-11,2023-04-20,188
PROD-11,2023-04-21,177
PROD-11,2023-04-22,189
PROD-11,2023-04-23,172
PROD-11,2023-04-24,175
PROD-11,2023-04-25,186
PROD-11,2023-04-26,207
PROD-11,2023-04-27,166
PROD-11,2023-04-28,189
PROD-11,2023-04-29,195
PROD-11,2023-04-30,170
PROD-11,2023-05-01,191
PROD-11,2023-05-02,176
PROD-11,2023-05-03,190
PROD-11,2023-05-04,189
PROD-11,2023-05-05,162
PROD-11,2023-05-06,203
PROD-11,2023-05-07,165
PROD-11,2023-05-08,185
PROD-11,2023-05-09,145
PROD-11,2023-05-10,171
PROD-11,2023-05-11,159
PROD-11,2023-05-12,156
PROD-11,2023-05-13,153
PROD-11,2023-05-14,187
PROD-11,2023-05-15,183
PROD-11,2023-05-16,179
PROD-11,2023-05-17,175
PROD-11,2023-05-18,193
PROD-11,2023-05-19,198
PROD-11,2023-05-20,148
PROD-11,2023-05-21,186
PROD-11,2023-05-22,150
PROD-11,2023-05-23,162
PROD-11,2023-05-24,184
PROD-11,2023-05-25,176
PROD-11,2023-05-26,182
PROD-11,2023-05-27,184
PROD-11,2023-05-28,198
PROD-11,2023-05-29,159
PROD-11,2023-05-30,182
PROD-11,2023-05-31,175
PROD-11,2023-06-01,157
PROD-11,2023-06-02,158
PROD-11,2023-06-03,145
PROD-11,2023-06-04,127
PROD-11,2023-06-05,180
PROD-11,2023-06-06,155
PROD-11,2023-06-07,141
PROD-11,2023-06-08,123
PROD-11,2023-06-09,170
PROD-11,2023-06-10,123
PROD-11,2023-06-11,123
PROD-11,2023-06-12,142
PROD-11,2023-06-13,154
PROD-11,2023-06-14,131
PROD-11,2023-06-15,138
PROD-11,2023-06-16,131
PROD-11,2023-06-17,147
PROD-11,2023-06-18,167
PROD-11,2023-06-19,168
PROD-11,2023-06-20,147
PROD-11,2023-06-21,151
PROD-11,2023-06-22,154
PROD-11,2023-06-23,139
PROD-11,2023-06-24,172
PROD-11,2023-06-25,177
PROD-11,2023-06-26,165
PROD-11,2023-06-27,173
PROD-11,2023-06-28,123
PROD-11,2023-06-29,157
PROD-11,2023-06-30,164
PROD-11,2023-07-01,132
PROD-11,2023-07-02,140
PROD-11,2023-07-03,141
PROD-11,2023-07-04,141
PROD-11,2023-07-05,152
PROD-11,2023-07-06,114
PROD-11,2023-07-07,137
PROD-11,2023-07-08,107
PROD-11,2023-07-09,136
PROD-11,2023-07-10,107
PROD-11,2023-07-11,104
PROD-11,2023-07-12,139
PROD-11,2023-07-13,146
PROD-11,2023-07-14,118
PROD-11,2023-07-15,105
PROD-11,2023-07-16,140
PROD-11,2023-07-17,122
PROD-11,2023-07-18,125
PROD-11,2023-07-19,104
PROD-11,2023-07-20,121
PROD-11,2023-07-21,128
PROD-11,2023-07-22,105
PROD-11,2023-07-23,136
PROD-11,2023-07-24,105
PROD-11,2023-07-25,116
PROD-11,2023-07-26,152
PROD-11,2023-07-27,142
PROD-11,2023-07-28,143
PROD-11,2023-07-29,115
PROD-11,2023-07-30,133
PROD-11,2023-07-31,137
PROD-11,2023-08-01,116
PROD-11,2023-08-02,113
PROD-11,2023-08-03,94
PROD-11,2023-08-04,108
PROD-11,2023-08-05,98
PROD-11,2023-08-06,98
PROD-11,2023-08-07,114
PROD-11,2023-08-08,126
PROD-11,2023-08-09,131
PROD-11,2023-08-10,119
PROD-11,2023-08-11,124
PROD-11,2023-08-12,94
PROD-11,2023-08-13,132
PROD-11,2023-08-14,128
PROD-11,2023-08-15,95
PROD-11,2023-08-16,90
PROD-11,2023-08-17,91
PROD-11,2023-08-18,127
PROD-11,2023-08-19,125
PROD-11,2023-08-20,108
PROD-11,2023-08-21,120
PROD-11,2023-08-22,95
PROD-11,2023-08-23,127
PROD-11,2023-08-24,134
PROD-11,2023-08-25,132
PROD-11,2023-08-26,117
PROD-11,2023-08-27,125
PROD-11,2023-08-28,111
PROD-11,2023-08-29,127
PROD-11,2023-08-30,117
PROD-11,2023-08-31,124
PROD-11,2023-09-01,126
PROD-11,2023-09-02,104
PROD-11,2023-09-03,121
PROD-11,2023-09-04,106
PROD-11,2023-09-05,109
PROD-11,2023-09-06,121
PROD-11,2023-09-07,91
PROD-11,2023-09-08,125
PROD-11,2023-09-09,94
PROD-11,2023-09-10,106
PROD-11,2023-09-11,96
PROD-11,2023-09-12,87
PROD-11,2023-09-13,97
PROD-11,2023-09-14,87
PROD-11,2023-09-15,127
PROD-11,2023-09-16,104
PROD-11,2023-09-17,127
PROD-11,2023-09-18,105
PROD-11,2023-09-19,100
PROD-11,2023-09-20,89
PROD-11,2023-09-21,85
PROD-11,2023-09-22,115
PROD-11,2023-09-23,107
PROD-11,2023-09-24,101
PROD-11,2023-09-25,122
PROD-11,2023-09-26,97
PROD-11,2023-09-27,116
PROD-11,2023-09-28,100
PROD-11,2023-09-29,124
PROD-11,2023-09-30,125
PROD-11,2023-10-01,129
PROD-11,2023-10-02,129
PROD-11,2023-10-03,130
PROD-11,2023-10-04,98
PROD-11,2023-10-05,102
PROD-11,2023-10-06,114
PROD-11,2023-10-07,118
PROD-11,2023-10-08,97
PROD-11,2023-10-09,128
PROD-11,2023-10-10,97
PROD-11,2023-10-11,116
PROD-11,2023-10-12,101
PROD-11,2023-10-13,102
PROD-11,2023-10-14,117
PROD-11,2023-10-15,125
PROD-11,2023-10-16,98
PROD-11,2023-10-17,121
PROD-11,2023-10-18,130
PROD-11,2023-10-19,134
PROD-11,2023-10-20,103
PROD-11,2023-10-21,122
PROD-11,2023-10-22,105
PROD-11,2023-10-23,107
PROD-11,2023-10-24,96
PROD-11,2023-10-25,101
PROD-11,2023-10-26,115
PROD-11,2023-10-27,110
PROD-11,2023-10-28,108
PROD-11,2023-10-29,121
PROD-11,2023-10-30,116
PROD-11,2023-10-31,94
PROD-11,2023-11-01,122
PROD-11,2023-11-02,108
PROD-11,2023-11-03,111
PROD-11,2023-11-04,141
PROD-11,2023-11-05,134
PROD-11,2023-11-06,109
PROD-11,2023-11-07,107
PROD-11,2023-11-08,127
PROD-11,2023-11-09,147
PROD-11,2023-11-10,113
PROD-11,2023-11-11,115
PROD-11,2023-11-12,105
PROD-11,2023-11-13,140
PROD-11,2023-11-14,126
PROD-11,2023-11-15,130
PROD-11,2023-11-16,139
PROD-11,2023-11-17,136
PROD-11,2023-11-18,107
PROD-11,2023-11-19,112
PROD-11,2023-11-20,132
PROD-11,2023-11-21,120
PROD-11,2023-11-22,112
PROD-11,2023-11-23,140
PROD-11,2023-11-24,137
PROD-11,2023-11-25,148
PROD-11,2023-11-26,149
PROD-11,2023-11-27,122
PROD-11,2023-11-28,145
PROD-11,2023-11-29,123
PROD-11,2023-11-30,151
PROD-11,2023-12-01,151
PROD-11,2023-12-02,123
PROD-11,2023-12-03,167
PROD-11,2023-12-04,127
PROD-11,2023-12-05,167
PROD-11,2023-12-06,128
PROD-11,2023-12-07,140
PROD-11,2023-12-08,140
PROD-11,2023-12-09,128
PROD-11,2023-12-10,153
PROD-11,2023-12-11,144
PROD-11,2023-12-12,169
PROD-11,2023-12-13,155
PROD-11,2023-12-14,124
PROD-11,2023-12-15,129
PROD-11,2023-12-16,132
PROD-11,2023-12-17,157
PROD-11,2023-12-18,173
PROD-11,2023-12-19,172
PROD-11,2023-12-20,122
PROD-11,2023-12-21,135
PROD-11,2023-12-22,168
PROD-11,2023-12-23,146
PROD-11,2023-12-24,127
PROD-11,2023-12-25,175
PROD-11,2023-12-26,134
PROD-11,2023-12-27,145
PROD-11,2023-12-28,146
PROD-11,2023-12-29,180
PROD-11,2023-12-30,129
PROD-11,2023-12-31,151
PROD-11,2024-01-01,151
PROD-12,2023-01-01,126
PROD-12,2023-01-02,120
PROD-12,2023-01-03,128
PROD-12,2023-01-04,152
PROD-12,2023-01-05,142
PROD-12,2023-01-06,119
PROD-12,2023-01-07,116
PROD-12,2023-01-08,165
PROD-12,2023-01-09,126
PROD-12,2023-01-10,156
PROD-12,2023-01-11,142
PROD-12,2023-01-12,164
PROD-12,2023-01-13,130
PROD-12,2023-01-14,162
PROD-12,2023-01-15,152
PROD-12,2023-01-16,149
PROD-12,2023-01-17,146
PROD-12,2023-01-18,165
PROD-12,2023-01-19,123
PROD-12,2023-01-20,123
PROD-12,2023-01-21,157
PROD-12,2023-01-22,161
PROD-12,2023-01-23,148
PROD-12,2023-01-24,134
PROD-12,2023-01-25,121
PROD-12,2023-01-26,130
PROD-12,2023-01-27,160
PROD-12,2023-01-28,148
PROD-12,2023-01-29,161
PROD-12,2023-01-30,136
PROD-12,2023-01-31,135
PROD-12,2023-02-01,136
PROD-12,2023-02-02,171
PROD-12,2023-02-03,169
PROD-12,2023-02-04,177
PROD-12,2023-02-05,154
PROD-12,2023-02-06,141
PROD-12,2023-02-07,149
PROD-12,2023-02-08,153
PROD-12,2023-02-09,159
PROD-12,2023-02-10,170
PROD-12,2023-02-11,164
PROD-12,2023-02-12,173
PROD-12,2023-02-13,142
PROD-12,2023-02-14,135
PROD-12,2023-02-15,145
PROD-12,2023-02-16,131
PROD-12,2023-02-17,151
PROD-12,2023-02-18,183
PROD-12,2023-02-19,154
PROD-12,2023-02-20,138
PROD-12,2023-02-21,141
PROD-12,2023-02-22,184
PROD-12,2023-02-23,168
PROD-12,2023-02-24,172
PROD-12,2023-02-25,148
PROD-12,2023-02-26,182
PROD-12,2023-02-27,182
PROD-12,2023-02-28,179
PROD-12,2023-03-01,187
PROD-12,2023-03-02,161
PROD-12,2023-03-03,170
PROD-12,2023-03-04,174
PROD-12,2023-03-05,163
PROD-12,2023-03-06,169
PROD-12,2023-03-07,141
PROD-12,2023-03-08,190
PROD-12,2023-03-09,187
PROD-12,2023-03-10,180
PROD-12,2023-03-11,143
PROD-12,2023-03-12,139
PROD-12,2023-03-13,161
PROD-12,2023-03-14,183
PROD-12,2023-03-15,161
PROD-12,2023-03-16,147
PROD-12,2023-03-17,184
PROD-12,2023-03-18,180
PROD-12,2023-03-19,154
PROD-12,2023-03-20,189
PROD-12,2023-03-21,185
PROD-12,2023-03-22,137
PROD-12,2023-03-23,138
PROD-12,2023-03-24,136
PROD-12,2023-03-25,159
PROD-12,2023-03-26,176
PROD-12,2023-03-27,169
PROD-12,2023-03-28,181
PROD-12,2023-03-29,158
PROD-12,2023-03-30,157
PROD-12,2023-03-31,136
PROD-12,2023-04-01,131
PROD-12,2023-04-02,184
PROD-12,2023-04-03,135
PROD-12,2023-04-04,150
PROD-12,2023-04-05,127
PROD-12,2023-04-06,172
PROD-12,2023-04-07,172
PROD-12,2023-04-08,149
PROD-12,2023-04-09,137
PROD-12,2023-04-10,175
PROD-12,2023-04-11,173
PROD-12,2023-04-12,153
PROD-12,2023-04-13,126
PROD-12,2023-04-14,137
PROD-12,2023-04-15,132
PROD-12,2023-04-16,145
PROD-12,2023-04-17,156
PROD-12,2023-04-18,168
PROD-12,2023-04-19,143
PROD-12,2023-04-20,182
PROD-12,2023-04-21,141
PROD-12,2023-04-22,148
PROD-12,2023-04-23,176
PROD-12,2023-04-24,144
PROD-12,2023-04-25,173
PROD-12,2023-04-26,147
PROD-12,2023-04-27,161
PROD-12,2023-04-28,153
PROD-12,2023-04-29,183
PROD-12,2023-04-30,180
PROD-12,2023-05-01,114
PROD-12,2023-05-02,157
PROD-12,2023-05-03,155
PROD-12,2023-05-04,143
PROD-12,2023-05-05,119
PROD-12,2023-05-06,133
PROD-12,2023-05-07,158
PROD-12,2023-05-08,167
PROD-12,2023-05-09,119
PROD-12,2023-05-10,165
PROD-12,2023-05-11,152
PROD-12,2023-05-12,155
PROD-12,2023-05-13,115
PROD-12,2023-05-14,146
PROD-12,2023-05-15,168
PROD-12,2023-05-16,138
PROD-12,2023-05-17,121
PROD-12,2023-05-18,160
PROD-12,2023-05-19,159
PROD-12,2023-05-20,135
PROD-12,2023-05-21,153
PROD-12,2023-05-22,128
PROD-12,2023-05-23,116
PROD-12,2023-05-24,130
PROD-12,2023-05-25,116
PROD-12,2023-05-26,148
PROD-12,2023-05-27,120
PROD-12,2023-05-28,140
PROD-12,2023-05-29,146
PROD-12,2023-05-30,158
PROD-12,2023-05-31,144
PROD-12,2023-06-01,139
PROD-12,2023-06-02,140
PROD-12,2023-06-03,137
PROD-12,2023-06-04,127
PROD-12,2023-06-05,142
PROD-12,2023-06-06,116
PROD-12,2023-06-07,137
PROD-12,2023-06-08,139
PROD-12,2023-06-09,112
PROD-12,2023-06-10,115
PROD-12,2023-06-11,116
PROD-12,2023-06-12,121
PROD-12,2023-06-13,99
PROD-12,2023-06-14,124
PROD-12,2023-06-15,116
PROD-12,2023-06-16,106
PROD-12,2023-06-17,138
PROD-12,2023-06-18,119
PROD-12,2023-06-19,146
PROD-12,2023-06-20,100
PROD-12,2023-06-21,146
PROD-12,2023-06-22,140
PROD-12,2023-06-23,102
PROD-12,2023-06-24,109
PROD-12,2023-06-25,110
PROD-12,2023-06-26,130
PROD-12,2023-06-27,147
PROD-12,2023-06-28,127
PROD-12,2023-06-29,107
PROD-12,2023-06-30,113
PROD-12,2023-07-01,83
PROD-12,2023-07-02,95
PROD-12,2023-07-03,123
PROD-12,2023-07-04,104
PROD-12,2023-07-05,122
PROD-12,2023-07-06,89
PROD-12,2023-07-07,90
PROD-12,2023-07-08,118
PROD-12,2023-07-09,103
PROD-12,2023-07-10,98
PROD-12,2023-07-11,113
PROD-12,2023-07-12,84
PROD-12,2023-07-13,121
PROD-12,2023-07-14,91
PROD-12,2023-07-15,107
PROD-12,2023-07-16,112
PROD-12,2023-07-17,123
PROD-12,2023-07-18,104
PROD-12,2023-07-19,102
PROD-12,2023-07-20,101
PROD-12,2023-07-21,123
PROD-12,2023-07-22,109
PROD-12,2023-07-23,99
PROD-12,2023-07-24,86
PROD-12,2023-07-25,93
PROD-12,2023-07-26,101
PROD-12,2023-07-27,84
PROD-12,2023-07-28,88
PROD-12,2023-07-29,122
PROD-12,2023-07-30,122
PROD-12,2023-07-31,95
PROD-12,2023-08-01,84
PROD-12,2023-08-02,86
PROD-12,2023-08-03,98
PROD-12,2023-08-04,79
PROD-12,2023-08-05,98
PROD-12,2023-08-06,103
PROD-12,2023-08-07,86
PROD-12,2023-08-08,89
PROD-12,2023-08-09,82
PROD-12,2023-08-10,105
PROD-12,2023-08-11,105
PROD-12,2023-08-12,100
PROD-12,2023-08-13,76
PROD-12,2023-08-14,82
PROD-12,2023-08-15,82
PROD-12,2023-08-16,92
PROD-12,2023-08-17,76
PROD-12,2023-08-18,80
PROD-12,2023-08-19,88
PROD-12,2023-08-20,91
PROD-12,2023-08-21,91
PROD-12,2023-08-22,102
PROD-12,2023-08-23,76
PROD-12,2023-08-24,83
PROD-12,2023-08-25,74
PROD-12,2023-08-26,98
PROD-12,2023-08-27,107
PROD-12,2023-08-28,80
PROD-12,2023-08-29,95
PROD-12,2023-08-30,73
PROD-12,2023-08-31,90
PROD-12,2023-09-01,80
PROD-12,2023-09-02,94
PROD-12,2023-09-03,101
PROD-12,2023-09-04,70
PROD-12,2023-09-05,72
PROD-12,2023-09-06,84
PROD-12,2023-09-07,100
PROD-12,2023-09-08,74
PROD-12,2023-09-09,77
PROD-12,2023-09-10,86
PROD-12,2023-09-11,96
PROD-12,2023-09-12,90
PROD-12,2023-09-13,91
PROD-12,2023-09-14,90
PROD-12,2023-09-15,72
PROD-12,2023-09-16,93
PROD-12,2023-09-17,75
PROD-12,2023-09-18,79
PROD-12,2023-09-19,89
PROD-12,2023-09-20,86
PROD-12,2023-09-21,84
PROD-12,2023-09-22,92
PROD-12,2023-09-23,89
PROD-12,2023-09-24,102
PROD-12,2023-09-25,87
PROD-12,2023-09-26,84
PROD-12,2023-09-27,77
PROD-12,2023-09-28,91
PROD-12,2023-09-29,96
PROD-12,2023-09-30,77
PROD-12,2023-10-01,105
PROD-12,2023-10-02,85
PROD-12,2023-10-03,79
PROD-12,2023-10-04,97
PROD-12,2023-10-05,77
PROD-12,2023-10-06,77
PROD-12,2023-10-07,102
PROD-12,2023-10-08,104
PROD-12,2023-10-09,81
PROD-12,2023-10-10,94
PROD-12,2023-10-11,91
PROD-12,2023-10-12,91
PROD-12,2023-10-13,96
PROD-12,2023-10-14,73
PROD-12,2023-10-15,85
PROD-12,2023-10-16,73
PROD-12,2023-10-17,102
PROD-12,2023-10-18,106
PROD-12,2023-10-19,81
PROD-12,2023-10-20,97
PROD-12,2023-10-21,104
PROD-12,2023-10-22,102
PROD-12,2023-10-23,107
PROD-12,2023-10-24,98
PROD-12,2023-10-25,79
PROD-12,2023-10-26,80
PROD-12,2023-10-27,80
PROD-12,2023-10-28,92
PROD-12,2023-10-29,103
PROD-12,2023-10-30,84
PROD-12,2023-10-31,72
PROD-12,2023-11-01,108
PROD-12,2023-11-02,108
PROD-12,2023-11-03,92
PROD-12,2023-11-04,83
PROD-12,2023-11-05,110
PROD-12,2023-11-06,101
PROD-12,2023-11-07,93
PROD-12,2023-11-08,113
PROD-12,2023-11-09,122
PROD-12,2023-11-10,100
PROD-12,2023-11-11,115
PROD-12,2023-11-12,91
PROD-12,2023-11-13,91
PROD-12,2023-11-14,119
PROD-12,2023-11-15,112
PROD-12,2023-11-16,119
PROD-12,2023-11-17,108
PROD-12,2023-11-18,113
PROD-12,2023-11-19,125
PROD-12,2023-11-20,117
PROD-12,2023-11-21,96
PROD-12,2023-11-22,113
PROD-12,2023-11-23,113
PROD-12,2023-11-24,111
PROD-12,2023-11-25,124
PROD-12,2023-11-26,89
PROD-12,2023-11-27,90
PROD-12,2023-11-28,121
PROD-12,2023-11-29,101
PROD-12,2023-11-30,115
PROD-12,2023-12-01,144
PROD-12,2023-12-02,102
PROD-12,2023-12-03,103
PROD-12,2023-12-04,134
PROD-12,2023-12-05,101
PROD-12,2023-12-06,132
PROD-12,2023-12-07,147
PROD-12,2023-12-08,129
PROD-12,2023-12-09,114
PROD-12,2023-12-10,114
PROD-12,2023-12-11,138
PROD-12,2023-12-12,132
PROD-12,2023-12-13,100
PROD-12,2023-12-14,129
PROD-12,2023-12-15,134
PROD-12,2023-12-16,129
PROD-12,2023-12-17,102
PROD-12,2023-12-18,100
PROD-12,2023-12-19,102
PROD-12,2023-12-20,125
PROD-12,2023-12-21,145
PROD-12,2023-12-22,125
PROD-12,2023-12-23,137
PROD-12,2023-12-24,110
PROD-12,2023-12-25,115
PROD-12,2023-12-26,123
PROD-12,2023-12-27,122
PROD-12,2023-12-28,112
PROD-12,2023-12-29,114
PROD-12,2023-12-30,107
PROD-12,2023-12-31,127
PROD-12,2024-01-01,131
PROD-13,2023-01-01,113
PROD-13,2023-01-02,97
PROD-13,2023-01-03,88
PROD-13,2023-01-04,119
PROD-13,2023-01-05,103
PROD-13,2023-01-06,101
PROD-13,2023-01-07,105
PROD-13,2023-01-08,106
PROD-13,2023-01-09,113
PROD-13,2023-01-10,112
PROD-13,2023-01-11,109
PROD-13,2023-01-12,99
PROD-13,2023-01-13,112
PROD-13,2023-01-14,121
PROD-13,2023-01-15,96
PROD-13,2023-01-16,125
PROD-13,2023-01-17,125
PROD-13,2023-01-18,109
PROD-13,2023-01-19,99
PROD-13,2023-01-20,122
PROD-13,2023-01-21,94
PROD-13,2023-01-22,85
PROD-13,2023-01-23,126
PROD-13,2023-01-24,95
PROD-13,2023-01-25,116
PROD-13,2023-01-26,125
PROD-13,2023-01-27,86
PROD-13,2023-01-28,117
PROD-13,2023-01-29,86
PROD-13,2023-01-30,116
PROD-13,2023-01-31,118
PROD-13,2023-02-01,109
PROD-13,2023-02-02,121
PROD-13,2023-02-03,95
PROD-13,2023-02-04,103
PROD-13,2023-02-05,128
PROD-13,2023-02-06,117
PROD-13,2023-02-07,137
PROD-13,2023-02-08,117
PROD-13,2023-02-09,101
PROD-13,2023-02-10,122
PROD-13,2023-02-11,126
PROD-13,2023-02-12,135
PROD-13,2023-02-13,96
PROD-13,2023-02-14,113
PROD-13,2023-02-15,120
PROD-13,2023-02-16,110
PROD-13,2023-02-17,99
PROD-13,2023-02-18,118
PROD-13,2023-02-19,118
PROD-13,2023-02-20,126
PROD-13,2023-02-21,97
PROD-13,2023-02-22,104
PROD-13,2023-02-23,133
PROD-13,2023-02-24,101
PROD-13,2023-02-25,105
PROD-13,2023-02-26,135
PROD-13,2023-02-27,130
PROD-13,2023-02-28,128
PROD-13,2023-03-01,120
PROD-13,2023-03-02,141
PROD-13,2023-03-03,101
PROD-13,2023-03-04,141
PROD-13,2023-03-05,140
PROD-13,2023-03-06,119
PROD-13,2023-03-07,133
PROD-13,2023-03-08,121
PROD-13,2023-03-09,127
PROD-13,2023-03-10,106
PROD-13,2023-03-11,107
PROD-13,2023-03-12,103
PROD-13,2023-03-13,130
PROD-13,2023-03-14,123
PROD-13,2023-03-15,139
PROD-13,2023-03-16,113
PROD-13,2023-03-17,99
PROD-13,2023-03-18,115
PROD-13,2023-03-19,129
PROD-13,2023-03-20,110
PROD-13,2023-03-21,134
PROD-13,2023-03-22,115
PROD-13,2023-03-23,128
PROD-13,2023-03-24,123
PROD-13,2023-03-25,117
PROD-13,2023-03-26,136
PROD-13,2023-03-27,119
PROD-13,2023-03-28,96
PROD-13,2023-03-29,111
PROD-13,2023-03-30,98
PROD-13,2023-03-31,111
PROD-13,2023-04-01,134
PROD-13,2023-04-02,101
PROD-13,2023-04-03,128
PROD-13,2023-04-04,119
PROD-13,2023-04-05,99
PROD-13,2023-04-06,94
PROD-13,2023-04-07,96
PROD-13,2023-04-08,129
PROD-13,2023-04-09,117
PROD-13,2023-04-10,113
PROD-13,2023-04-11,104
PROD-13,2023-04-12,116
PROD-13,2023-04-13,121
PROD-13,2023-04-14,127
PROD-13,2023-04-15,109
PROD-13,2023-04-16,122
PROD-13,2023-04-17,96
PROD-13,2023-04-18,121
PROD-13,2023-04-19,133
PROD-13,2023-04-20,125
PROD-13,2023-04-21,136
PROD-13,2023-04-22,132
PROD-13,2023-04-23,98
PROD-13,2023-04-24,124
PROD-13,2023-04-25,133
PROD-13,2023-04-26,111
PROD-13,2023-04-27,109
PROD-13,2023-04-28,136
PROD-13,2023-04-29,121
PROD-13,2023-04-30,135
PROD-13,2023-05-01,95
PROD-13,2023-05-02,122
PROD-13,2023-05-03,107
PROD-13,2023-05-04,100
PROD-13,2023-05-05,87
PROD-13,2023-05-06,115
PROD-13,2023-05-07,110
PROD-13,2023-05-08,112
PROD-13,2023-05-09,115
PROD-13,2023-05-10,106
PROD-13,2023-05-11,118
PROD-13,2023-05-12,90
PROD-13,2023-05-13,124
PROD-13,2023-05-14,108
PROD-13,2023-05-15,90
PROD-13,2023-05-16,104
PROD-13,2023-05-17,110
PROD-13,2023-05-18,124
PROD-13,2023-05-19,97
PROD-13,2023-05-20,89
PROD-13,2023-05-21,106
PROD-13,2023-05-22,124
PROD-13,2023-05-23,92
PROD-13,2023-05-24,125
PROD-13,2023-05-25,86
PROD-13,2023-05-26,117
PROD-13,2023-05-27,90
PROD-13,2023-05-28,113
PROD-13,2023-05-29,126
PROD-13,2023-05-30,85
PROD-13,2023-05-31,90
PROD-13,2023-06-01,82
PROD-13,2023-06-02,81
PROD-13,2023-06-03,100
PROD-13,2023-06-04,90
PROD-13,2023-06-05,91
PROD-13,2023-06-06,82
PROD-13,2023-06-07,108
PROD-13,2023-06-08,88
PROD-13,2023-06-09,77
PROD-13,2023-06-10,104
PROD-13,2023-06-11,104
PROD-13,2023-06-12,104
PROD-13,2023-06-13,82
PROD-13,2023-06-14,87
PROD-13,2023-06-15,78
PROD-13,2023-06-16,108
PROD-13,2023-06-17,104
PROD-13,2023-06-18,97
PROD-13,2023-06-19,75
PROD-13,2023-06-20,76
PROD-13,2023-06-21,98
PROD-13,2023-06-22,85
PROD-13,2023-06-23,99
PROD-13,2023-06-24,98
PROD-13,2023-06-25,77
PROD-13,2023-06-26,83
PROD-13,2023-06-27,80
PROD-13,2023-06-28,100
PROD-13,2023-06-29,87
PROD-13,2023-06-30,81
PROD-13,2023-07-01,89
PROD-13,2023-07-02,83
PROD-13,2023-07-03,81
PROD-13,2023-07-04,66
PROD-13,2023-07-05,71
PROD-13,2023-07-06,80
PROD-13,2023-07-07,81
PROD-13,2023-07-08,86
PROD-13,2023-07-09,81
PROD-13,2023-07-10,88
PROD-13,2023-07-11,67
PROD-13,2023-07-12,68
PROD-13,2023-07-13,77
PROD-13,2023-07-14,70
PROD-13,2023-07-15,67
PROD-13,2023-07-16,68
PROD-13,2023-07-17,63
PROD-13,2023-07-18,74
PROD-13,2023-07-19,85
PROD-13,2023-07-20,69
PROD-13,2023-07-21,78
PROD-13,2023-07-22,76
PROD-13,2023-07-23,88
PROD-13,2023-07-24,63
PROD-13,2023-07-25,86
PROD-13,2023-07-26,76
PROD-13,2023-07-27,73
PROD-13,2023-07-28,77
PROD-13,2023-07-29,76
PROD-13,2023-07-30,67
PROD-13,2023-07-31,81
PROD-13,2023-08-01,68
PROD-13,2023-08-02,69
PROD-13,2023-08-03,57
PROD-13,2023-08-04,56
PROD-13,2023-08-05,71
PROD-13,2023-08-06,63
PROD-13,2023-08-07,55
PROD-13,2023-08-08,54
PROD-13,2023-08-09,60
PROD-13,2023-08-10,62
PROD-13,2023-08-11,74
PROD-13,2023-08-12,64
PROD-13,2023-08-13,63
PROD-13,2023-08-14,77
PROD-13,2023-08-15,69
PROD-13,2023-08-16,58
PROD-13,2023-08-17,56
PROD-13,2023-08-18,76
PROD-13,2023-08-19,65
PROD-13,2023-08-20,69
PROD-13,2023-08-21,62
PROD-13,2023-08-22,59
PROD-13,2023-08-23,61
PROD-13,2023-08-24,79
PROD-13,2023-08-25,56
PROD-13,2023-08-26,54
PROD-13,2023-08-27,62
PROD-13,2023-08-28,55
PROD-13,2023-08-29,68
PROD-13,2023-08-30,56
PROD-13,2023-08-31,64
PROD-13,2023-09-01,64
PROD-13,2023-09-02,64
PROD-13,2023-09-03,74
PROD-13,2023-09-04,55
PROD-13,2023-09-05,75
PROD-13,2023-09-06,54
PROD-13,2023-09-07,55
PROD-13,2023-09-08,67
PROD-13,2023-09-09,63
PROD-13,2023-09-10,68
PROD-13,2023-09-11,72
PROD-13,2023-09-12,55
PROD-13,2023-09-13,73
PROD-13,2023-09-14,52
PROD-13,2023-09-15,58
PROD-13,2023-09-16,66
PROD-13,2023-09-17,72
PROD-13,2023-09-18,52
PROD-13,2023-09-19,75
PROD-13,2023-09-20,60
PROD-13,2023-09-21,66
PROD-13,2023-09-22,51
PROD-13,2023-09-23,69
PROD-13,2023-09-24,57
PROD-13,2023-09-25,70
PROD-13,2023-09-26,74
PROD-13,2023-09-27,63
PROD-13,2023-09-28,53
PROD-13,2023-09-29,64
PROD-13,2023-09-30,60
PROD-13,2023-10-01,62
PROD-13,2023-10-02,74
PROD-13,2023-10-03,55
PROD-13,2023-10-04,77
