product_id,company_id,product_name,category,unit_cost,selling_price
537,3,Pharma Product 537,Pharma,47.49,186.44
538,1,Electronics Product 538,Electronics,57.11,156.06
539,3,Pharma Product 539,Pharma,58.97,198.64
540,3,Pharma Product 540,Pharma,59.87,159.05
541,2,FMCG Product 541,FMCG,13.92,158.69
542,2,FMCG Product 542,FMCG,32.83,121.62
543,1,Electronics Product 543,Electronics,41.03,193.29
544,3,Pharma Product 544,Pharma,19.33,178.19
545,2,FMCG Product 545,FMCG,22.01,155.23
546,2,FMCG Product 546,FMCG,83.22,137.51
547,3,Pharma Product 547,Pharma,51.82,189.54
548,3,Pharma Product 548,Pharma,26.41,133.49
549,3,Pharma Product 549,Pharma,79.86,165.77
550,2,FMCG Product 550,FMCG,28.14,199.11
