Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,sales_to_availability_ratio,inventory_risk_label,delivery_delay,Price_normalized,Availability_normalized,Number of products sold_normalized,Revenue generated_normalized,Stock levels_normalized,Lead times_normalized,Order quantities_normalized,Shipping costs_normalized
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Bangalore,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,42.46666666666667,Normal,1,0.04803008291990078,0.13131313131313133,0.6366396761133604,0.8084999790447027,0.76,0.034482758620689655,0.2631578947368421,0.9213100060821031
cosmetics,SKU72,90.20442752052809,88,478,2633.121981312256,Non-binary,57,29,77,9,Carrier A,6.599614159689544,Supplier 1,Bangalore,21,152,11,55.76049289524421,Pending,3.213329607438309,Rail,Route B,677.9445698461833,5.370786516853933,Normal,0,0.908004753431333,0.8787878787878788,0.4757085020242915,0.1784816328899605,0.57,0.9655172413793104,0.8,0.6265052767885683
cosmetics,SKU73,83.8510176813046,41,375,7910.886916140686,Male,17,25,66,5,Carrier B,1.5129368369160772,Supplier 4,Chennai,13,444,4,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.4728001296578,8.928571428571429,Normal,0,0.8428224237710213,0.40404040404040403,0.3714574898785425,0.7778974971077711,0.17,0.8275862068965517,0.6842105263157895,0.056015231467533254
haircare,SKU74,3.170011413566155,64,904,5709.945295969287,Female,41,6,1,5,Carrier A,5.237654650037448,Supplier 4,Delhi,1,919,9,80.58085215644782,Fail,0.3966127241099354,Rail,Route A,341.55265678322337,13.907692307692308,Normal,0,0.01508171744942852,0.6363636363636364,0.9068825910931174,0.5279281749346769,0.41,0.1724137931034483,0.0,0.47375638137343806
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Chennai,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,3.533333333333333,Normal,0,0.9366537527346758,0.2828282828282828,0.09919028340080972,0.09397722332684752,0.16,0.6551724137931034,0.5789473684210527,0.16379062321567828
haircare,SKU76,69.10879954743032,23,241,5328.375984297758,Male,38,1,22,10,Carrier A,7.054538336836926,Supplier 2,Bangalore,25,985,24,64.32359779560022,Pending,2.1800374515822165,Rail,Route A,997.4134501331946,10.041666666666666,Normal,1,0.6915757473180091,0.2222222222222222,0.23582995951417005,0.4845918949868433,0.38,0.0,0.22105263157894736,0.6775267389278137
haircare,SKU77,57.44974295897148,14,359,2483.7601775427947,Unknown,96,28,57,4,Carrier B,6.780946625617895,Supplier 1,Kolkata,26,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,23.933333333333334,Normal,0,0.5719605344939555,0.13131313131313133,0.35526315789473684,0.16151804398572803,0.96,0.9310344827586207,0.5894736842105263,0.6468423967081853
haircare,SKU78,6.306883176111915,50,946,1292.4584179377562,Unknown,5,4,51,5,Carrier B,8.46704977086199,Supplier 5,Mumbai,25,858,21,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59220343132216,18.54901960784314,Stockout Risk,1,0.047264217005190075,0.494949494949495,0.9493927125506073,0.026217366029128917,0.05,0.10344827586206896,0.5263157894736842,0.8359452233096912
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Bangalore,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,3.473684210526316,Normal,0,0.5679315380012104,0.5555555555555556,0.19230769230769232,0.7753802872258382,0.31,0.8275862068965517,0.2,0.6149210488482683
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,Supplier 3,Chennai,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,11.473684210526315,Normal,0,0.917483341806658,0.7474747474747475,0.8744939271255061,0.862031357958835,0.39,0.4482758620689655,0.42105263157894735,0.20408600610314692
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Delhi,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,77.4,Normal,0,0.7296423923677817,0.08080808080808081,0.7753036437246964,0.3773824691757976,0.48,0.1724137931034483,0.07368421052631578,0.34238201650888633
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Mumbai,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,24.0,Normal,0,0.15732781286659622,0.12121212121212122,0.3319838056680162,0.21371902981336074,0.42,0.6206896551724138,0.7473684210526316,0.41437401266944346
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Bangalore,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,7.9879518072289155,Normal,0,0.689548963750282,0.8181818181818182,0.6629554655870445,0.15334009995511116,0.65,0.7931034482758621,0.06315789473684211,0.4414768355966017
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,Chennai,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,6.18,Normal,0,0.8967187683823639,0.98989898989899,0.6174089068825911,0.11206004875758657,0.73,0.8620689655172413,0.8315789473684211,0.8263634616416768
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Chennai,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,0.2976190476190476,Normal,0,0.7721552679285454,0.8282828282828283,0.01720647773279352,0.8657725219467036,0.15,0.5862068965517241,0.6842105263157895,0.8115090400560605
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Mumbai,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,11.736842105263158,Normal,0,0.1877290140517701,0.1717171717171717,0.21761133603238866,0.01907727718520938,0.32,0.4482758620689655,0.22105263157894736,0.049439484621897484
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,Supplier 3,Chennai,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,3.16,Stockout Risk,1,0.8075609757824987,0.23232323232323232,0.07186234817813765,0.4624984634203571,0.05,0.20689655172413793,0.5684210526315789,0.6238348548775657
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Mumbai,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,12.491525423728813,Normal,0,0.7547902945913544,0.5757575757575758,0.7378542510121457,0.9521032644824364,0.6,0.5862068965517241,0.8842105263157894,0.31265853407644906
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,Kolkata,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,12.181818181818182,Normal,1,0.9855214581650623,0.09090909090909091,0.12753036437246965,0.5523167046240648,0.9,0.0,0.2736842105263158,1.0
skincare,SKU90,13.881913501359142,56,320,9592.633570280312,Non-binary,66,18,96,7,Carrier B,7.674430708112694,Supplier 3,Bangalore,8,585,8,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112,5.614035087719298,Normal,0,0.12497967002049097,0.5555555555555556,0.3157894736842105,0.9688998696147774,0.66,0.5862068965517241,1.0,0.747050006189134
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Delhi,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,10.065934065934066,Normal,0,0.6197922550912756,0.898989898989899,0.9190283400809717,0.099216746974335,0.98,0.7241379310344828,0.8842105263157894,0.7242921415730088
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Mumbai,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,6.133333333333334,Normal,0,0.4720798041974275,0.43434343434343436,0.27125506072874495,0.11794767578394147,0.9,0.8275862068965517,0.09473684210526316,0.38760494333190826
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,Supplier 4,Chennai,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,1.2808988764044944,Normal,0,0.6934432853235187,0.8787878787878788,0.10728744939271255,0.39407653946818555,0.63,0.5517241379310345,0.6842105263157895,0.6721314384439325
cosmetics,SKU94,3.037688724631414,97,987,7888.356546661873,Unknown,77,26,72,9,Carrier B,6.942945942032581,Supplier 2,Delhi,12,908,14,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948,10.071428571428571,Normal,0,0.01372416278981328,0.9696969696969697,0.9908906882591093,0.7753386372382897,0.77,0.8620689655172413,0.7473684210526316,0.6650112309980316
haircare,SKU95,77.90392721944775,65,672,7386.363944048664,Unknown,15,14,26,9,Carrier B,8.630338869602754,Supplier 4,Mumbai,18,450,26,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.8642413766479,10.181818181818182,Normal,0,0.7818086971558614,0.6464646464646465,0.6720647773279352,0.7183254255015061,0.15,0.4482758620689655,0.2631578947368421,0.8542587115516106
cosmetics,SKU96,24.42313142037338,29,324,7698.424765632117,Non-binary,67,2,32,3,Carrier C,5.352878043996809,Supplier 3,Mumbai,28,648,28,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74214114905695,10.8,Normal,1,0.23312650121914522,0.2828282828282828,0.31983805668016196,0.7537673615042975,0.67,0.034482758620689655,0.3263157894736842,0.4866791195521749
haircare,SKU97,3.526111259143416,56,62,4370.916579984536,Male,46,19,4,9,Carrier A,7.904845611209675,Supplier 4,Mumbai,10,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,1.087719298245614,Normal,0,0.018735096991088947,0.5555555555555556,0.05465587044534413,0.3758495839182779,0.46,0.6206896551724138,0.031578947368421054,0.7728919065436008
skincare,SKU98,19.7546048668786,43,913,8525.952559683526,Female,53,1,27,7,Carrier B,1.409801095138073,Supplier 5,Chennai,28,581,9,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.1988635470415,20.75,Normal,1,0.18523010471106036,0.42424242424242425,0.9159919028340081,0.8477528447459283,0.53,0.0,0.2736842105263158,0.044448169067539844
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,Supplier 2,Chennai,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,34.833333333333336,Normal,0,0.6855127674553128,0.16161616161616163,0.6265182186234818,0.9226244778779236,0.55,0.2413793103448276,0.6105263157894737,0.033369917974146054
